Prenom;Deuxieme Prenom;Nom;Date Naissance;Nationalite;Lieu Naissance;Email;Langue;Genre;Telephone;Code Volontaire;Type Piece Identite;No Piece Identite;Date Delivrance;Date Expiration;Autorite Delivrante;Adresse;Ville;Code Postal;Pays;Contact Urgence Nom;Lien Contact;Telephone Contact;Permis Conduire;Ville Preferee;Secteur Activite 1;Secteur Activite 2
André;Alioune;Faye;2004-02-14;Sénégalaise;Thiès;andré.faye936@yahoo.fr;Portugais;Homme;+221 772041121;VOL00080;Passeport;PPZW65ELP;2021-11-02;2031-10-31;Police Nationale;690 Rue 16;Thiès;17269;Sénégal;Modou;Soeur;+221 759500087;Non;Saly;Marketing;Réstauration
Boubacar;Alioune;Coulibaly;1992-02-01;Ivoirienne;Thiès;boubacar.coulibaly242@yahoo.fr;Italien;Homme;+221 777577353;VOL00081;CIN;KJPID0N39;2019-11-11;2029-11-08;Ministère de l'Intérieur;703 Rue 110;Dakar;51458;Sénégal;Bernadette;Oncle;+221 723419947;Non;Saly;Technologie;Réstauration
Samba;Mamadou;Camara;2003-04-04;Française;Ziguinchor;samba.camara388@outlook.com;Espagnol;Homme;+221 757823410;VOL00082;CIN;CKTASKXD6;2022-12-27;2032-12-24;Police Nationale;363 Rue 78;Dakar;39539;Sénégal;Mamadou;Frère;+221 709879704;Oui;Diamniadio;Accrédidation;Village Olympique de la Jeunesse
Lamine;Ibrahima;Sanogo;2006-09-05;togolaise;Kaolack;lamine.sanogo885@outlook.com;Français;Homme;+221 732829362;VOL00083;CIN;6V9QMYNK8;2016-07-19;2026-07-17;Ministère de l'Intérieur;618 Rue 56;Mbour;54178;Sénégal;Ndeye;Soeur;+221 793198939;Oui;Saly;Arrivées & Départs;Technologie
Joseph;François;Jallow;1997-08-02;mauritanienne;Kaolack;joseph.jallow894@yahoo.fr;Espagnol;Homme;+221 716995886;VOL00084;CIN;1CJ7G4YJK;2023-07-15;2033-07-12;Préfecture;304 Rue 143;Mbour;37283;Sénégal;Tidiane;Soeur;+221 796102480;Oui;Dakar;Durabilité;Communications
Ousmane;Mamadou;Sy;1992-07-09;Sénégalaise;Thiès;ousmane.sy647@yahoo.fr;Wolof;Homme;+221 744107919;VOL00085;Passeport;WSZHRJN4M;2023-01-09;2033-01-06;Ministère de l'Intérieur;144 Rue 109;Ziguinchor;74238;Sénégal;Emmanuel;Conjoint;+221 799509317;Non;Saly;Services Liguinstiques;Réstauration
Abdou;Paul;Camara;1991-05-14;béninoise;Ziguinchor;abdou.camara782@yahoo.fr;Arabe;Homme;+221 740551536;VOL00086;CIN;HJL1JFKSC;2017-02-06;2027-02-04;Police Nationale;32 Rue 67;Kaffrine;60208;Sénégal;Madeleine;Père;+221 700939475;Oui;Diamniadio;Transport;Protocole
Abdoulaye;Babacar;Doumbia;1995-12-25;Sénégalaise;Thiès;abdoulaye.doumbia325@gmail.com;Anglais;Homme;+221 747364361;VOL00087;Passeport;ABZOJLFFG;2018-09-20;2028-09-17;Préfecture;254 Rue 37;Tambacounda;71787;Sénégal;Pape;Soeur;+221 794185816;Non;Diamniadio;Hébergement;Services Evenemetiels
Alioune;Serigne;Ndiaye;1995-01-01;togolaise;Ziguinchor;alioune.ndiaye400@outlook.com;Anglais;Homme;+221 784335238;VOL00088;CIN;616UHV9NC;2024-02-29;2034-02-26;Police Nationale;728 Rue 169;Saint-Louis;87440;Sénégal;Aïssatou;Père;+221 721654204;Oui;Diamniadio;Arrivées & Départs;Billeterie
Alioune;Joseph;Ndao;1994-07-27;Gambienne;Ziguinchor;alioune.ndao437@gmail.com;Arabe;Homme;+221 779712327;VOL00089;Passeport;DWJYG3PZE;2019-03-22;2029-03-19;Gendarmerie Nationale;295 Rue 128;Tambacounda;10672;Sénégal;Modou;Tante;+221 713261775;Oui;Dakar;Opérations Médiatiques;Village Olympique de la Jeunesse
Joseph;Emmanuel;Diagne;1999-03-22;béninoise;Ziguinchor;joseph.diagne503@outlook.com;Anglais;Homme;+221 784188267;VOL00090;CIN;KSMBT0NVD;2017-01-18;2027-01-16;Préfecture;702 Rue 122;Fatick;65414;Sénégal;Thérèse;Mère;+221 762009730;Non;Saly;Technologie;Services Liguinstiques
Serigne;Abdou;Keita;1997-11-26;Guinéenne;Dakar;serigne.keita384@yahoo.fr;Arabe;Homme;+221 767910336;VOL00091;Passeport;69WEJ7PKY;2018-11-18;2028-11-15;Police Nationale;161 Rue 93;Kaolack;52991;Sénégal;Pape;Soeur;+221 724934425;Oui;Dakar;Services Liguinstiques;Opérations Médiatiques
Gabriel;Daouda;Seck;2007-05-03;béninoise;Dakar;gabriel.seck583@outlook.com;Portugais;Homme;+221 772832997;VOL00092;Passeport;QG0KO888F;2023-12-18;2033-12-15;Police Nationale;298 Rue 169;Kaffrine;82452;Sénégal;El Hadji;Oncle;+221 706107232;Oui;Diamniadio;Transport;Réstauration
Joseph;Jean;Gueye;2006-03-08;Française;Ziguinchor;joseph.gueye402@gmail.com;Arabe;Homme;+221 757169857;VOL00093;Passeport;1RPSGZ0MH;2017-01-19;2027-01-17;Gendarmerie Nationale;377 Rue 188;Louga;24358;Sénégal;Marie;Tante;+221 786160256;Non;Saly;Hébergement;Village Olympique de la Jeunesse
El Hadji;Babacar;Konaté;1998-03-06;togolaise;Kaolack;el hadji.konaté550@gmail.com;Français;Homme;+221 713730646;VOL00094;CIN;3U1YYJ0DC;2015-06-15;2025-06-12;Ministère de l'Intérieur;508 Rue 122;Ziguinchor;17807;Sénégal;André;Conjoint;+221 708440905;Non;Dakar;Hébergement;Opérations Médiatiques
Jean;Cheikh;Camara;1999-07-19;cap verdienne;Thiès;jean.camara597@gmail.com;Français;Homme;+221 761353295;VOL00095;Passeport;0Q1C41GIY;2017-10-16;2027-10-14;Préfecture;411 Rue 29;Diourbel;27001;Sénégal;Ndeye;Ami;+221 746165510;Non;Dakar;Marketing;Services Liguinstiques
Tidiane;Joseph;Thiam;1994-09-03;Ivoirienne;Thiès;tidiane.thiam899@yahoo.fr;Arabe;Homme;+221 799530474;VOL00096;CIN;U88L2T274;2016-10-06;2026-10-04;Ministère de l'Intérieur;816 Rue 148;Thiès;38582;Sénégal;Monique;Mère;+221 715400726;Non;Diamniadio;Opérations Médiatiques;Durabilité
Abdoulaye;Pierre;Diagne;1995-11-01;mauritanienne;Thiès;abdoulaye.diagne607@gmail.com;Français;Homme;+221 748310839;VOL00097;CIN;EF07VAQSD;2022-06-07;2032-06-04;Ministère de l'Intérieur;681 Rue 7;Kaolack;32689;Sénégal;Yacine;Oncle;+221 720934087;Non;Saly;Accrédidation;Marketing
Mamadou;François;Toure;1995-09-06;togolaise;Ziguinchor;mamadou.toure616@gmail.com;Portugais;Homme;+221 737133630;VOL00098;CIN;QY2UWHLY1;2021-10-18;2031-10-16;Police Nationale;834 Rue 166;Louga;21154;Sénégal;Madeleine;Ami;+221 763469220;Oui;Dakar;Village Olympique de la Jeunesse;Accrédidation
Amadou;Ibrahima;Ndour;1994-09-24;mauritanienne;Kaolack;amadou.ndour744@outlook.com;Français;Homme;+221 779976105;VOL00099;Passeport;47I81IOXP;2019-01-11;2029-01-08;Police Nationale;145 Rue 120;Kaffrine;52646;Sénégal;Yacine;Oncle;+221 715629477;Oui;Dakar;Services Médicaux;Technologie
Daouda;Lamine;Koroma;2003-03-26;burkinabaise;Thiès;daouda.koroma373@yahoo.fr;Italien;Homme;+221 734044903;VOL00100;Passeport;Q5XXBCUZ7;2018-09-27;2028-09-24;Préfecture;836 Rue 109;Sédhiou;45436;Sénégal;Daba;Père;+221 711873360;Non;Dakar;Billeterie;Transport
Serigne;Cheikh;Tall;2005-10-09;béninoise;Dakar;serigne.tall343@yahoo.fr;Portugais;Homme;+221 709226984;VOL00101;Passeport;U5M1TNGV4;2016-11-25;2026-11-23;Préfecture;728 Rue 180;Sédhiou;47140;Sénégal;Pierre;Soeur;+221 785956559;Non;Dakar;Hébergement;Réstauration
André;Samba;Keita;2003-04-09;cap verdienne;Ziguinchor;andré.keita429@gmail.com;Arabe;Homme;+221 785185598;VOL00102;CIN;KGC82KXZ4;2015-04-09;2025-04-06;Gendarmerie Nationale;672 Rue 143;Mbour;72127;Sénégal;Lamine;Ami;+221 754247082;Non;Dakar;Durabilité;Arrivées & Départs
Ousmane;Amadou;Toure;2005-04-22;Malienne;Dakar;ousmane.toure851@gmail.com;Espagnol;Homme;+221 736358134;VOL00103;Passeport;SF3HU3XK4;2019-10-28;2029-10-25;Ministère de l'Intérieur;182 Rue 173;Sédhiou;79718;Sénégal;Daouda;Tante;+221 743330775;Oui;Saly;Hébergement;Services Médicaux
Cheikh;Abdou;Bamba;1991-10-07;Sénégalaise;Thiès;cheikh.bamba107@yahoo.fr;Anglais;Homme;+221 728731612;VOL00104;CIN;DIQLRY9Z0;2017-12-30;2027-12-28;Ministère de l'Intérieur;930 Rue 27;Kolda;77686;Sénégal;Paul;Frère;+221 738635065;Oui;Saly;Billeterie;Hébergement
Emmanuel;Ibrahima;Sow;2005-10-06;burkinabaise;Thiès;emmanuel.sow287@gmail.com;Wolof;Homme;+221 788896487;VOL00105;Passeport;RZC4V7V0A;2019-05-29;2029-05-26;Gendarmerie Nationale;704 Rue 133;Fatick;97508;Sénégal;Abdou;Ami;+221 742266642;Oui;Diamniadio;Services Liguinstiques;Accrédidation
Antoine;Serigne;Traoré;1994-11-01;Sénégalaise;Dakar;antoine.traoré454@outlook.com;Arabe;Homme;+221 725134535;VOL00106;CIN;JL9HW7TBB;2022-06-22;2032-06-19;Préfecture;432 Rue 11;Thiès;11405;Sénégal;Bineta;Père;+221 738370537;Non;Diamniadio;Services Evenemetiels;Sport
Joseph;Pierre;Santos;2007-10-15;Sénégalaise;Kaolack;joseph.santos66@yahoo.fr;Portugais;Homme;+221 728164390;VOL00107;Passeport;7Z6EOTIWC;2023-03-09;2033-03-06;Préfecture;320 Rue 86;Ziguinchor;40870;Sénégal;Bernadette;Ami;+221 716668189;Non;Saly;Sport;Billeterie
Pierre;Modou;Diop;1997-04-05;burkinabaise;Kaolack;pierre.diop391@gmail.com;Espagnol;Homme;+221 780703262;VOL00108;Passeport;1O5T2ZRW0;2022-08-18;2032-08-15;Ministère de l'Intérieur;631 Rue 137;Kaolack;20816;Sénégal;Joseph;Soeur;+221 728444416;Non;Diamniadio;Transport;Arrivées & Départs
Abdoulaye;Tidiane;Coulibaly;2007-01-08;mauritanienne;Kaolack;abdoulaye.coulibaly236@outlook.com;Français;Homme;+221 785830716;VOL00109;Passeport;AV288U4JJ;2018-04-04;2028-04-01;Préfecture;517 Rue 188;Mbour;55939;Sénégal;André;Mère;+221 766198962;Oui;Diamniadio;Services aux Comités Nationaux;Services Liguinstiques
Abdoulaye;Samba;Bangura;1995-03-01;Sénégalaise;Thiès;abdoulaye.bangura984@gmail.com;Arabe;Homme;+221 787033639;VOL00110;CIN;45D2MW9FB;2017-12-25;2027-12-23;Gendarmerie Nationale;84 Rue 148;Louga;59069;Sénégal;Fatou;Soeur;+221 756386015;Non;Diamniadio;Marketing;Billeterie
Abdou;Abdoulaye;Kane;1998-04-25;Française;Kaolack;abdou.kane310@gmail.com;Arabe;Homme;+221 733922322;VOL00111;CIN;U0NV29HTP;2021-12-31;2031-12-29;Gendarmerie Nationale;459 Rue 98;Saint-Louis;66812;Sénégal;François;Oncle;+221 751346787;Oui;Dakar;Billeterie;Billeterie
El Hadji;Pierre;Ndour;1994-10-22;Malienne;Kaolack;el hadji.ndour953@gmail.com;Espagnol;Homme;+221 748127291;VOL00112;Passeport;9RKBE17LT;2017-07-11;2027-07-09;Gendarmerie Nationale;510 Rue 16;Diourbel;57209;Sénégal;Joseph;Conjoint;+221 715523366;Oui;Saly;Communications;Services aux Comités Nationaux
Moussa;Pape;Mensah;2002-09-12;Ivoirienne;Kaolack;moussa.mensah569@yahoo.fr;Wolof;Homme;+221 745240622;VOL00113;CIN;A1ZWO8BOJ;2022-01-08;2032-01-06;Police Nationale;61 Rue 183;Ziguinchor;23400;Sénégal;Catherine;Mère;+221 767771931;Non;Dakar;Ressources Humaines;Arrivées & Départs
Abdoulaye;Joseph;Konaté;2004-05-01;burkinabaise;Thiès;abdoulaye.konaté131@outlook.com;Français;Homme;+221 713014420;VOL00114;CIN;OAWBT76R4;2023-09-17;2033-09-14;Préfecture;161 Rue 129;Louga;45449;Sénégal;Sokhna;Oncle;+221 798521677;Non;Diamniadio;Durabilité;Protocole
Ibrahima;Ibrahima;Koroma;2002-07-01;Ivoirienne;Ziguinchor;ibrahima.koroma122@gmail.com;Français;Homme;+221 789623057;VOL00115;CIN;01YTXMFYJ;2016-02-25;2026-02-22;Gendarmerie Nationale;527 Rue 93;Dakar;11439;Sénégal;Tidiane;Conjoint;+221 700920616;Oui;Diamniadio;Communications;Sport
El Hadji;Lamine;Coulibaly;1995-04-02;Gambienne;Dakar;el hadji.coulibaly133@outlook.com;Arabe;Homme;+221 797677458;VOL00116;Passeport;4TJPULSDB;2024-09-09;2034-09-07;Police Nationale;353 Rue 193;Kaolack;72228;Sénégal;Babacar;Oncle;+221 748214591;Non;Saly;Services Médicaux;Services Liguinstiques
Ousmane;Alioune;Toure;1995-03-01;Guinéenne;Dakar;ousmane.toure232@outlook.com;Espagnol;Homme;+221 769738178;VOL00117;CIN;YGVUIENMC;2016-08-05;2026-08-03;Préfecture;865 Rue 102;Ziguinchor;30847;Sénégal;Elisabeth;Conjoint;+221 703143915;Oui;Dakar;Village Olympique de la Jeunesse;Services Liguinstiques
Jean;Samba;Camara;2002-11-13;burkinabaise;Kaolack;jean.camara717@yahoo.fr;Anglais;Homme;+221 743016507;VOL00118;Passeport;78KHY5UE5;2018-09-26;2028-09-23;Ministère de l'Intérieur;945 Rue 11;Ziguinchor;90443;Sénégal;Madeleine;Mère;+221 724864529;Oui;Saly;Communications;Protocole
Antoine;Mamadou;Ba;2003-07-25;cap verdienne;Dakar;antoine.ba758@gmail.com;Français;Homme;+221 749427212;VOL00119;CIN;U84I7X7DN;2023-03-19;2033-03-16;Gendarmerie Nationale;818 Rue 81;Saint-Louis;31953;Sénégal;Gabriel;Soeur;+221 758597604;Non;Dakar;Marketing;Protocole
Amadou;Boubacar;Santos;2003-06-12;burkinabaise;Kaolack;amadou.santos950@yahoo.fr;Anglais;Homme;+221 727317889;VOL00120;CIN;STTX79KCN;2019-02-20;2029-02-17;Ministère de l'Intérieur;794 Rue 85;Tambacounda;36705;Sénégal;Awa;Soeur;+221 778779771;Oui;Saly;Technologie;Opérations Médiatiques
Antoine;Moussa;Ndour;2005-03-06;béninoise;Ziguinchor;antoine.ndour12@yahoo.fr;Arabe;Homme;+221 762249119;VOL00121;CIN;IZYBTD9BJ;2020-03-29;2030-03-27;Gendarmerie Nationale;384 Rue 84;Kaolack;15466;Sénégal;Daouda;Mère;+221 770325524;Oui;Saly;Services Médicaux;Transport
Michel;Michel;Ka;1998-11-05;mauritanienne;Thiès;michel.ka904@gmail.com;Arabe;Homme;+221 754035533;VOL00122;CIN;RE803WCPD;2019-08-25;2029-08-22;Ministère de l'Intérieur;762 Rue 18;Ziguinchor;74625;Sénégal;Astou;Frère;+221 732051628;Oui;Dakar;Services aux Comités Nationaux;Opérations Médiatiques
Jean;Antoine;Koroma;1991-05-12;Ivoirienne;Ziguinchor;jean.koroma967@gmail.com;Portugais;Homme;+221 790283719;VOL00123;CIN;OM1TY2C9K;2018-05-02;2028-04-29;Police Nationale;262 Rue 200;Kaffrine;22377;Sénégal;Thérèse;Oncle;+221 750644644;Non;Diamniadio;Ressources Humaines;Hébergement
Ibrahima;Antoine;Traoré;2002-03-04;Ivoirienne;Thiès;ibrahima.traoré687@yahoo.fr;Italien;Homme;+221 705854055;VOL00124;Passeport;PRXRQQC3P;2017-10-11;2027-10-09;Police Nationale;555 Rue 187;Diourbel;27544;Sénégal;Aïssatou;Oncle;+221 785469691;Non;Diamniadio;Sport;Protocole
Pierre;Michel;Ouattara;2005-07-30;béninoise;Thiès;pierre.ouattara519@yahoo.fr;Portugais;Homme;+221 765715945;VOL00125;Passeport;DL8KUIJYZ;2018-11-14;2028-11-11;Ministère de l'Intérieur;341 Rue 6;Mbour;70889;Sénégal;Abdoulaye;Oncle;+221 752028608;Oui;Saly;Services Evenemetiels;Arrivées & Départs
Tidiane;Abdou;Kane;1997-11-08;cap verdienne;Ziguinchor;tidiane.kane74@yahoo.fr;Espagnol;Homme;+221 748092082;VOL00126;Passeport;SNXIZ028F;2021-04-07;2031-04-05;Préfecture;883 Rue 3;Sédhiou;56052;Sénégal;Angèle;Tante;+221 766148466;Oui;Dakar;Durabilité;Sport
Amadou;André;Seck;2006-02-05;Gambienne;Dakar;amadou.seck147@gmail.com;Français;Homme;+221 726502949;VOL00127;CIN;49C2EYIKR;2022-09-20;2032-09-17;Ministère de l'Intérieur;129 Rue 134;Diourbel;47028;Sénégal;Astou;Mère;+221 729266170;Oui;Saly;Services Evenemetiels;Arrivées & Départs
Amadou;André;Bangura;2002-03-10;Malienne;Dakar;amadou.bangura394@outlook.com;Français;Homme;+221 709218132;VOL00128;CIN;16UXVN4V6;2019-02-11;2029-02-08;Ministère de l'Intérieur;439 Rue 2;Diourbel;74422;Sénégal;Awa;Conjoint;+221 776429185;Oui;Dakar;Protocole;Marketing
Lamine;Lamine;Mendy;1994-06-30;Gambienne;Ziguinchor;lamine.mendy599@yahoo.fr;Wolof;Homme;+221 712901870;VOL00129;Passeport;7RHQ562O6;2015-04-10;2025-04-07;Ministère de l'Intérieur;452 Rue 65;Ziguinchor;79505;Sénégal;Anne;Ami;+221 739978068;Non;Dakar;Village Olympique de la Jeunesse;Accrédidation
Lamine;Joseph;Diop;2001-06-10;burkinabaise;Dakar;lamine.diop417@gmail.com;Wolof;Homme;+221 775966816;VOL00130;Passeport;D63NJYQGS;2021-08-13;2031-08-11;Police Nationale;789 Rue 64;Mbour;76784;Sénégal;Khady;Frère;+221 718385701;Oui;Diamniadio;Billeterie;Arrivées & Départs
Joseph;Serigne;Koroma;1994-11-01;Malienne;Dakar;joseph.koroma785@yahoo.fr;Italien;Homme;+221 760146681;VOL00131;Passeport;623VK4KPX;2022-09-26;2032-09-23;Ministère de l'Intérieur;240 Rue 136;Tambacounda;51069;Sénégal;Serigne;Frère;+221 787246939;Oui;Diamniadio;Sport;Opérations Médiatiques
Gabriel;El Hadji;Conteh;1997-10-08;béninoise;Thiès;gabriel.conteh226@gmail.com;Anglais;Homme;+221 764755290;VOL00132;Passeport;L1DO4NC6Y;2022-02-09;2032-02-07;Police Nationale;533 Rue 160;Saint-Louis;91782;Sénégal;Tidiane;Mère;+221 773581954;Non;Diamniadio;Durabilité;Accrédidation
Michel;André;Sow;1998-10-02;mauritanienne;Thiès;michel.sow97@gmail.com;Italien;Homme;+221 709393121;VOL00133;CIN;2C2KMITTT;2021-01-08;2031-01-06;Préfecture;735 Rue 165;Fatick;19276;Sénégal;Amadou;Père;+221 777294332;Oui;Saly;Ressources Humaines;Sport
Mor;Abdou;Dasylva;2001-08-17;Malienne;Ziguinchor;mor.dasylva922@yahoo.fr;Wolof;Homme;+221 752673810;VOL00134;CIN;4YF55J8VG;2017-04-01;2027-03-30;Ministère de l'Intérieur;310 Rue 158;Tambacounda;41610;Sénégal;Elisabeth;Soeur;+221 765364192;Non;Diamniadio;Cérémonies;Durabilité
André;Boubacar;Bamba;2002-05-06;togolaise;Dakar;andré.bamba106@gmail.com;Espagnol;Homme;+221 770897331;VOL00135;CIN;UWH0SWGQ5;2022-12-05;2032-12-02;Ministère de l'Intérieur;578 Rue 111;Kaffrine;52340;Sénégal;Monique;Oncle;+221 755170302;Oui;Saly;Ressources Humaines;Technologie
Abdou;Mor;Keita;1997-09-04;Ivoirienne;Ziguinchor;abdou.keita661@yahoo.fr;Wolof;Homme;+221 750631767;VOL00136;Passeport;GKK4ZE883;2016-09-05;2026-09-03;Préfecture;437 Rue 86;Thiès;30823;Sénégal;Yacine;Conjoint;+221 741643504;Non;Dakar;Durabilité;Hébergement
Boubacar;Abdoulaye;Ndiaye;1991-07-13;Française;Thiès;boubacar.ndiaye781@gmail.com;Wolof;Homme;+221 756108366;VOL00137;Passeport;315HR7OHQ;2022-05-29;2032-05-26;Police Nationale;699 Rue 18;Dakar;94668;Sénégal;Samba;Ami;+221 767561351;Non;Saly;Opérations Médiatiques;Marketing
Cheikh;Ousmane;Seck;1995-11-30;burkinabaise;Ziguinchor;cheikh.seck164@outlook.com;Wolof;Homme;+221 729937550;VOL00138;Passeport;QZ13UIURE;2015-05-14;2025-05-11;Ministère de l'Intérieur;906 Rue 12;Kaffrine;54424;Sénégal;Daouda;Mère;+221 760626543;Non;Dakar;Village Olympique de la Jeunesse;Sport
Antoine;Emmanuel;Diallo;2000-03-20;Ivoirienne;Dakar;antoine.diallo727@yahoo.fr;Français;Homme;+221 793431855;VOL00139;Passeport;AYCPC3X1L;2020-05-24;2030-05-22;Préfecture;793 Rue 199;Saint-Louis;80623;Sénégal;Nafi;Ami;+221 777794928;Non;Diamniadio;Réstauration;Transport
Modou;Cheikh;Ouattara;2008-01-13;Ivoirienne;Ziguinchor;modou.ouattara937@gmail.com;Italien;Homme;+221 705268956;VOL00140;CIN;RMU7XOLUC;2020-05-26;2030-05-24;Ministère de l'Intérieur;131 Rue 191;Kaolack;55671;Sénégal;Sokhna;Mère;+221 765313834;Oui;Dakar;Services Liguinstiques;Services aux Comités Nationaux
Serigne;Modou;Coulibaly;2003-03-18;togolaise;Dakar;serigne.coulibaly407@gmail.com;Français;Homme;+221 793772657;VOL00141;Passeport;0KZCW6S77;2024-05-24;2034-05-22;Ministère de l'Intérieur;723 Rue 101;Thiès;93875;Sénégal;Claire;Tante;+221 766955691;Non;Diamniadio;Arrivées & Départs;Transport
Amadou;Babacar;Camara;1991-08-04;burkinabaise;Thiès;amadou.camara3@outlook.com;Portugais;Homme;+221 733753029;VOL00142;Passeport;JQ0KU922R;2023-04-25;2033-04-22;Gendarmerie Nationale;44 Rue 99;Kolda;22378;Sénégal;Astou;Père;+221 758070631;Non;Saly;Technologie;Réstauration
François;El Hadji;Jallow;2006-06-23;cap verdienne;Thiès;françois.jallow529@yahoo.fr;Portugais;Homme;+221 758380608;VOL00143;Passeport;49BUX2MBY;2022-04-25;2032-04-22;Police Nationale;557 Rue 123;Ziguinchor;52656;Sénégal;François;Conjoint;+221 705586064;Non;Dakar;Opérations Médiatiques;Transport
Abdou;Mor;Mensah;1999-12-15;béninoise;Ziguinchor;abdou.mensah666@yahoo.fr;Portugais;Homme;+221 739519943;VOL00144;Passeport;GAKYK1K4I;2021-09-09;2031-09-07;Gendarmerie Nationale;573 Rue 181;Diourbel;91868;Sénégal;Jean;Père;+221 787396911;Non;Dakar;Services Liguinstiques;Réstauration
Amadou;Alioune;Keita;2004-01-04;burkinabaise;Kaolack;amadou.keita409@yahoo.fr;Français;Homme;+221 758864926;VOL00145;Passeport;Z4HBZGDAE;2021-08-24;2031-08-22;Gendarmerie Nationale;497 Rue 48;Mbour;91704;Sénégal;Nafi;Soeur;+221 758076929;Oui;Saly;Opérations Médiatiques;Durabilité
Samba;Pierre;Fall;1994-04-30;Sénégalaise;Ziguinchor;samba.fall257@outlook.com;Portugais;Homme;+221 716361445;VOL00146;CIN;LCKBJBIVF;2018-08-11;2028-08-08;Ministère de l'Intérieur;799 Rue 95;Ziguinchor;87149;Sénégal;Alioune;Conjoint;+221 712166554;Non;Saly;Ressources Humaines;Billeterie
Pape;Cheikh;Diop;1997-11-28;mauritanienne;Dakar;pape.diop779@gmail.com;Espagnol;Homme;+221 784689996;VOL00147;Passeport;O4OUA96BL;2022-09-23;2032-09-20;Police Nationale;771 Rue 130;Tambacounda;91957;Sénégal;Nafi;Tante;+221 752287755;Non;Diamniadio;Sport;Durabilité
Joseph;Abdoulaye;Camara;1999-09-29;burkinabaise;Kaolack;joseph.camara202@yahoo.fr;Portugais;Homme;+221 738056965;VOL00148;Passeport;ULZPNCQXW;2018-11-12;2028-11-09;Ministère de l'Intérieur;786 Rue 111;Fatick;64412;Sénégal;Madeleine;Mère;+221 773998587;Non;Saly;Services Médicaux;Billeterie
Pierre;Daouda;Kane;1996-04-16;Guinéenne;Thiès;pierre.kane15@outlook.com;Wolof;Homme;+221 759712111;VOL00149;CIN;F78JDF4F7;2015-05-21;2025-05-18;Préfecture;394 Rue 163;Louga;70001;Sénégal;Penda;Soeur;+221 748184398;Non;Saly;Services Liguinstiques;Village Olympique de la Jeunesse
Michel;Paul;Conteh;2005-02-28;burkinabaise;Thiès;michel.conteh50@yahoo.fr;Portugais;Homme;+221 782284046;VOL00150;Passeport;IXOY2Z9GP;2016-04-22;2026-04-20;Ministère de l'Intérieur;939 Rue 189;Sédhiou;49443;Sénégal;El Hadji;Oncle;+221 709769726;Non;Diamniadio;Durabilité;Durabilité
Alioune;Lamine;Mensah;1991-05-31;Guinéenne;Thiès;alioune.mensah662@outlook.com;Français;Homme;+221 798215387;VOL00151;CIN;HGLKDAI25;2022-09-02;2032-08-30;Gendarmerie Nationale;374 Rue 106;Kaolack;91577;Sénégal;Madeleine;Tante;+221 799091496;Oui;Dakar;Services aux Comités Nationaux;Services Evenemetiels
Abdoulaye;Paul;Ba;2000-06-06;cap verdienne;Ziguinchor;abdoulaye.ba323@yahoo.fr;Portugais;Homme;+221 783971613;VOL00152;CIN;6FN4GADWQ;2017-03-31;2027-03-29;Ministère de l'Intérieur;471 Rue 27;Kolda;48056;Sénégal;Daouda;Ami;+221 785327289;Oui;Saly;Technologie;Technologie
Emmanuel;François;Ka;1999-05-01;Guinéenne;Dakar;emmanuel.ka326@outlook.com;Anglais;Homme;+221 710380587;VOL00153;Passeport;WFNUHHAQO;2016-01-27;2026-01-24;Gendarmerie Nationale;949 Rue 117;Sédhiou;39095;Sénégal;Babacar;Oncle;+221 753316278;Non;Diamniadio;Sport;Accrédidation
Moussa;Mamadou;Sanogo;2006-06-27;togolaise;Thiès;moussa.sanogo199@yahoo.fr;Français;Homme;+221 746108785;VOL00154;CIN;O3Y6U5AB3;2021-02-18;2031-02-16;Gendarmerie Nationale;979 Rue 154;Louga;12156;Sénégal;Alioune;Tante;+221 711922828;Non;Diamniadio;Accrédidation;Services Médicaux
Tidiane;Daouda;Faye;1992-07-26;cap verdienne;Ziguinchor;tidiane.faye675@yahoo.fr;Wolof;Homme;+221 701595763;VOL00155;CIN;Y3ODRS0Y0;2017-03-24;2027-03-22;Gendarmerie Nationale;712 Rue 10;Kaolack;17851;Sénégal;Marie;Frère;+221 793696945;Non;Saly;Hébergement;Arrivées & Départs
Alioune;Ousmane;Tall;1997-09-02;togolaise;Ziguinchor;alioune.tall558@gmail.com;Arabe;Homme;+221 721975036;VOL00156;CIN;M53PT55SE;2015-04-27;2025-04-24;Gendarmerie Nationale;774 Rue 170;Fatick;61180;Sénégal;Sokhna;Mère;+221 759508819;Non;Diamniadio;Services Médicaux;Sport
André;Amadou;Ndiaye;2001-11-21;Gambienne;Ziguinchor;andré.ndiaye44@gmail.com;Français;Homme;+221 767073530;VOL00157;Passeport;EEFPV4GM5;2023-01-29;2033-01-26;Gendarmerie Nationale;242 Rue 143;Diourbel;73110;Sénégal;Modou;Mère;+221 763900452;Non;Diamniadio;Marketing;Durabilité
